ID,Prediction
1,0.22762785851955414
2,0.2276279479265213
3,0.22762809693813324
4,0.22762809693813324
5,0.22762800753116608
6,0.2276279777288437
7,0.22762799263000488
8,0.22762788832187653
9,0.2276279479265213
10,0.22762799263000488
11,0.22762800753116608
12,0.22762809693813324
13,0.22762799263000488
14,0.2276279181241989
15,0.2276279181241989
16,0.22762799263000488
17,0.22762785851955414
18,0.2276279479265213
19,0.22762809693813324
20,0.22762809693813324
21,0.22762800753116608
22,0.2276279777288437
23,0.22762799263000488
24,0.22762788832187653
25,0.2276279479265213
26,0.22762799263000488
27,0.22762800753116608
28,0.22762809693813324
29,0.22762799263000488
30,0.2276279181241989
31,0.2276279181241989
32,0.22762799263000488
33,0.22762785851955414
34,0.2276279479265213
35,0.22762809693813324
36,0.22762809693813324
37,0.22762800753116608
38,0.2276279777288437
39,0.22762799263000488
40,0.22762788832187653
41,0.2276279479265213
42,0.22762799263000488
43,0.22762800753116608
44,0.22762809693813324
45,0.22762799263000488
46,0.2276279181241989
47,0.2276279181241989
48,0.22762799263000488
49,0.22762785851955414
50,0.2276279479265213
51,0.22762809693813324
52,0.22762809693813324
53,0.22762800753116608
54,0.2276279777288437
55,0.22762799263000488
56,0.22762788832187653
57,0.2276279479265213
58,0.22762799263000488
59,0.22762800753116608
60,0.22762809693813324
61,0.22762799263000488
62,0.2276279181241989
63,0.2276279181241989
64,0.22762799263000488
65,0.22762785851955414
66,0.2276279479265213
67,0.22762809693813324
68,0.22762809693813324
69,0.22762800753116608
70,0.2276279777288437
71,0.22762799263000488
72,0.22762788832187653
73,0.2276279479265213
74,0.22762799263000488
75,0.22762800753116608
76,0.22762809693813324
77,0.22762799263000488
78,0.2276279181241989
79,0.2276279181241989
80,0.22762799263000488
81,0.22762785851955414
82,0.2276279479265213
83,0.22762809693813324
84,0.22762809693813324
85,0.22762800753116608
86,0.2276279777288437
87,0.22762799263000488
88,0.22762788832187653
89,0.2276279479265213
90,0.22762799263000488
91,0.22762800753116608
92,0.22762809693813324
93,0.22762799263000488
94,0.2276279181241989
95,0.2276279181241989
96,0.22762799263000488
97,0.22762785851955414
98,0.2276279479265213
99,0.22762809693813324
100,0.22762809693813324
101,0.22762800753116608
102,0.2276279777288437
103,0.22762799263000488
104,0.22762788832187653
105,0.2276279479265213
106,0.22762799263000488
107,0.22762800753116608
108,0.22762809693813324
109,0.22762799263000488
110,0.2276279181241989
111,0.2276279181241989
112,0.22762799263000488
113,0.22762785851955414
114,0.2276279479265213
115,0.22762809693813324
116,0.22762809693813324
117,0.22762800753116608
118,0.2276279777288437
119,0.22762799263000488
120,0.22762788832187653
121,0.2276279479265213
122,0.22762799263000488
123,0.22762800753116608
124,0.22762809693813324
125,0.22762799263000488
126,0.2276279181241989
127,0.2276279181241989
128,0.22762799263000488
129,0.22762785851955414
130,0.2276279479265213
131,0.22762809693813324
132,0.22762809693813324
133,0.22762800753116608
134,0.2276279777288437
135,0.22762799263000488
136,0.22762788832187653
137,0.2276279479265213
138,0.22762799263000488
139,0.22762800753116608
140,0.22762809693813324
141,0.22762799263000488
142,0.2276279181241989
143,0.2276279181241989
144,0.22762799263000488
145,0.22762785851955414
146,0.2276279479265213
147,0.22762809693813324
148,0.22762809693813324
149,0.22762800753116608
150,0.2276279777288437
151,0.22762799263000488
152,0.22762788832187653
153,0.2276279479265213
154,0.22762799263000488
155,0.22762800753116608
156,0.22762809693813324
157,0.22762799263000488
158,0.2276279181241989
159,0.2276279181241989
160,0.22762799263000488
161,0.22762785851955414
162,0.2276279479265213
163,0.22762809693813324
164,0.22762809693813324
165,0.22762800753116608
166,0.2276279777288437
167,0.22762799263000488
168,0.22762788832187653
169,0.2276279479265213
170,0.22762799263000488
171,0.22762800753116608
172,0.22762809693813324
173,0.22762799263000488
174,0.2276279181241989
175,0.2276279181241989
176,0.22762799263000488
177,0.22762785851955414
178,0.2276279479265213
179,0.22762809693813324
180,0.22762809693813324
181,0.22762800753116608
182,0.2276279777288437
183,0.22762799263000488
184,0.22762788832187653
185,0.2276279479265213
186,0.22762799263000488
187,0.22762800753116608
188,0.22762809693813324
189,0.22762799263000488
190,0.2276279181241989
191,0.2276279181241989
192,0.22762799263000488
193,0.22762785851955414
194,0.2276279479265213
195,0.22762809693813324
196,0.22762809693813324
197,0.22762800753116608
198,0.2276279777288437
199,0.22762799263000488
200,0.22762788832187653
201,0.2276279479265213
202,0.22762799263000488
203,0.22762800753116608
204,0.22762809693813324
205,0.22762799263000488
206,0.2276279181241989
207,0.2276279181241989
208,0.22762799263000488
209,0.22762785851955414
210,0.2276279479265213
211,0.22762809693813324
212,0.22762809693813324
213,0.22762800753116608
214,0.2276279777288437
215,0.22762799263000488
216,0.22762788832187653
217,0.2276279479265213
218,0.22762799263000488
219,0.22762800753116608
220,0.22762809693813324
221,0.22762799263000488
222,0.2276279181241989
223,0.2276279181241989
224,0.22762799263000488
225,0.22762785851955414
226,0.2276279479265213
227,0.22762809693813324
228,0.22762809693813324
229,0.22762800753116608
230,0.2276279777288437
231,0.22762799263000488
232,0.22762788832187653
233,0.2276279479265213
234,0.22762799263000488
235,0.22762800753116608
236,0.22762809693813324
237,0.22762799263000488
238,0.2276279181241989
239,0.2276279181241989
240,0.22762799263000488
241,0.22762785851955414
242,0.2276279479265213
243,0.22762809693813324
244,0.22762809693813324
245,0.22762800753116608
246,0.2276279777288437
247,0.22762799263000488
248,0.22762788832187653
249,0.2276279479265213
250,0.22762799263000488
251,0.22762800753116608
252,0.22762809693813324
253,0.22762799263000488
254,0.2276279181241989
255,0.2276279181241989
256,0.22762799263000488
257,0.22762785851955414
258,0.2276279479265213
259,0.22762809693813324
260,0.22762809693813324
261,0.22762800753116608
262,0.2276279777288437
263,0.22762799263000488
264,0.22762788832187653
265,0.2276279479265213
266,0.22762799263000488
267,0.22762800753116608
268,0.22762809693813324
269,0.22762799263000488
270,0.2276279181241989
271,0.2276279181241989
272,0.22762799263000488
273,0.22762785851955414
274,0.2276279479265213
275,0.22762809693813324
276,0.22762809693813324
277,0.22762800753116608
278,0.2276279777288437
279,0.22762799263000488
280,0.22762788832187653
281,0.2276279479265213
282,0.22762799263000488
283,0.22762800753116608
284,0.22762809693813324
285,0.22762799263000488
286,0.2276279181241989
287,0.2276279181241989
288,0.22762799263000488
289,0.22762785851955414
290,0.2276279479265213
291,0.22762809693813324
292,0.22762809693813324
293,0.22762800753116608
294,0.2276279777288437
295,0.22762799263000488
296,0.22762788832187653
297,0.2276279479265213
298,0.22762799263000488
299,0.22762800753116608
300,0.22762809693813324
301,0.22762799263000488
302,0.2276279181241989
303,0.2276279181241989
304,0.22762799263000488
305,0.22762785851955414
306,0.2276279479265213
307,0.22762809693813324
308,0.22762809693813324
309,0.22762800753116608
310,0.2276279777288437
311,0.22762799263000488
312,0.22762788832187653
313,0.2276279479265213
314,0.22762799263000488
315,0.22762800753116608
316,0.22762809693813324
317,0.22762799263000488
318,0.2276279181241989
319,0.2276279181241989
320,0.22762799263000488
321,0.22762785851955414
322,0.2276279479265213
323,0.22762809693813324
324,0.22762809693813324
325,0.22762800753116608
326,0.2276279777288437
327,0.22762799263000488
328,0.22762788832187653
329,0.2276279479265213
330,0.22762799263000488
331,0.22762800753116608
332,0.22762809693813324
333,0.22762799263000488
334,0.2276279181241989
335,0.2276279181241989
336,0.22762799263000488
337,0.22762785851955414
338,0.2276279479265213
339,0.22762809693813324
340,0.22762809693813324
341,0.22762800753116608
342,0.2276279777288437
343,0.22762799263000488
344,0.22762788832187653
345,0.2276279479265213
346,0.22762799263000488
347,0.22762800753116608
348,0.22762809693813324
349,0.22762799263000488
350,0.2276279181241989
351,0.2276279181241989
352,0.22762799263000488
353,0.22762785851955414
354,0.2276279479265213
355,0.22762809693813324
356,0.22762809693813324
357,0.22762800753116608
358,0.2276279777288437
359,0.22762799263000488
360,0.22762788832187653
361,0.2276279479265213
362,0.22762799263000488
363,0.22762800753116608
364,0.22762809693813324
365,0.22762799263000488
366,0.2276279181241989
367,0.2276279181241989
368,0.22762799263000488
369,0.22762785851955414
370,0.2276279479265213
371,0.22762809693813324
372,0.22762809693813324
373,0.22762800753116608
374,0.2276279777288437
375,0.22762799263000488
376,0.22762788832187653
377,0.2276279479265213
378,0.22762799263000488
379,0.22762800753116608
380,0.22762809693813324
381,0.22762799263000488
382,0.2276279181241989
383,0.2276279181241989
384,0.22762799263000488
385,0.22762785851955414
386,0.2276279479265213
387,0.22762809693813324
388,0.22762809693813324
389,0.22762800753116608
390,0.2276279777288437
391,0.22762799263000488
392,0.22762788832187653
393,0.2276279479265213
394,0.22762799263000488
395,0.22762800753116608
396,0.22762809693813324
397,0.22762799263000488
398,0.2276279181241989
399,0.2276279181241989
400,0.22762799263000488
401,0.22762785851955414
402,0.2276279479265213
403,0.22762809693813324
404,0.22762809693813324
405,0.22762800753116608
406,0.2276279777288437
407,0.22762799263000488
408,0.22762788832187653
409,0.2276279479265213
410,0.22762799263000488
411,0.22762800753116608
412,0.22762809693813324
413,0.22762799263000488
414,0.2276279181241989
415,0.2276279181241989
