ID,Prediction
1,0.24197986721992493
2,0.24197983741760254
3,0.24197985231876373
4,0.24197989702224731
5,0.24197988212108612
6,0.2419799566268921
7,0.24197985231876373
8,0.2419799417257309
9,0.24197986721992493
10,0.24197986721992493
11,0.24197986721992493
12,0.2419799417257309
13,0.2419799268245697
14,0.24197983741760254
15,0.2419799566268921
16,0.24197988212108612
17,0.24197986721992493
18,0.24197983741760254
19,0.24197985231876373
20,0.24197989702224731
21,0.24197988212108612
22,0.2419799566268921
23,0.24197985231876373
24,0.2419799417257309
25,0.24197986721992493
26,0.24197986721992493
27,0.24197986721992493
28,0.2419799417257309
29,0.2419799268245697
30,0.24197983741760254
31,0.2419799566268921
32,0.24197988212108612
33,0.24197986721992493
34,0.24197983741760254
35,0.24197985231876373
36,0.24197989702224731
37,0.24197988212108612
38,0.2419799566268921
39,0.24197985231876373
40,0.2419799417257309
41,0.24197986721992493
42,0.24197986721992493
43,0.24197986721992493
44,0.2419799417257309
45,0.2419799268245697
46,0.24197983741760254
47,0.2419799566268921
48,0.24197988212108612
49,0.24197986721992493
50,0.24197983741760254
51,0.24197985231876373
52,0.24197989702224731
53,0.24197988212108612
54,0.2419799566268921
55,0.24197985231876373
56,0.2419799417257309
57,0.24197986721992493
58,0.24197986721992493
59,0.24197986721992493
60,0.2419799417257309
61,0.2419799268245697
62,0.24197983741760254
63,0.2419799566268921
64,0.24197988212108612
65,0.24197986721992493
66,0.24197983741760254
67,0.24197985231876373
68,0.24197989702224731
69,0.24197988212108612
70,0.2419799566268921
71,0.24197985231876373
72,0.2419799417257309
73,0.24197986721992493
74,0.24197986721992493
75,0.24197986721992493
76,0.2419799417257309
77,0.2419799268245697
78,0.24197983741760254
79,0.2419799566268921
80,0.24197988212108612
81,0.24197986721992493
82,0.24197983741760254
83,0.24197985231876373
84,0.24197989702224731
85,0.24197988212108612
86,0.2419799566268921
87,0.24197985231876373
88,0.2419799417257309
89,0.24197986721992493
90,0.24197986721992493
91,0.24197986721992493
92,0.2419799417257309
93,0.2419799268245697
94,0.24197983741760254
95,0.2419799566268921
96,0.24197988212108612
97,0.24197986721992493
98,0.24197983741760254
99,0.24197985231876373
100,0.24197989702224731
101,0.24197988212108612
102,0.2419799566268921
103,0.24197985231876373
104,0.2419799417257309
105,0.24197986721992493
106,0.24197986721992493
107,0.24197986721992493
108,0.2419799417257309
109,0.2419799268245697
110,0.24197983741760254
111,0.2419799566268921
112,0.24197988212108612
113,0.24197986721992493
114,0.24197983741760254
115,0.24197985231876373
116,0.24197989702224731
117,0.24197988212108612
118,0.2419799566268921
119,0.24197985231876373
120,0.2419799417257309
121,0.24197986721992493
122,0.24197986721992493
123,0.24197986721992493
124,0.2419799417257309
125,0.2419799268245697
126,0.24197983741760254
127,0.2419799566268921
128,0.24197988212108612
129,0.24197986721992493
130,0.24197983741760254
131,0.24197985231876373
132,0.24197989702224731
133,0.24197988212108612
134,0.2419799566268921
135,0.24197985231876373
136,0.2419799417257309
137,0.24197986721992493
138,0.24197986721992493
139,0.24197986721992493
140,0.2419799417257309
141,0.2419799268245697
142,0.24197983741760254
143,0.2419799566268921
144,0.24197988212108612
145,0.24197986721992493
146,0.24197983741760254
147,0.24197985231876373
148,0.24197989702224731
149,0.24197988212108612
150,0.2419799566268921
151,0.24197985231876373
152,0.2419799417257309
153,0.24197986721992493
154,0.24197986721992493
155,0.24197986721992493
156,0.2419799417257309
157,0.2419799268245697
158,0.24197983741760254
159,0.2419799566268921
160,0.24197988212108612
161,0.24197986721992493
162,0.24197983741760254
163,0.24197985231876373
164,0.24197989702224731
165,0.24197988212108612
166,0.2419799566268921
167,0.24197985231876373
168,0.2419799417257309
169,0.24197986721992493
170,0.24197986721992493
171,0.24197986721992493
172,0.2419799417257309
173,0.2419799268245697
174,0.24197983741760254
175,0.2419799566268921
176,0.24197988212108612
177,0.24197986721992493
178,0.24197983741760254
179,0.24197985231876373
180,0.24197989702224731
181,0.24197988212108612
182,0.2419799566268921
183,0.24197985231876373
184,0.2419799417257309
185,0.24197986721992493
186,0.24197986721992493
187,0.24197986721992493
188,0.2419799417257309
189,0.2419799268245697
190,0.24197983741760254
191,0.2419799566268921
192,0.24197988212108612
193,0.24197986721992493
194,0.24197983741760254
195,0.24197985231876373
196,0.24197989702224731
